Permalink,title,description,visual_first_3_seconds,background_music_type_first_3_seconds,published_time_ist,seven_day_views,year,quarter,target,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,Secondary_Category_1_new,Secondary_Category_2_new,time_distribution,date
https://www.facebook.com/1954072204870360/posts/2343108625966714/,'kamali' selected for oscars,9 साल की kamali moorthy पर बनी short film हुई oscar awards के लिए shortlist,commoner (np),relevant,2019-05-15 12:00:00,7477,2019,2,average,entertainment,inspiring,rare,text only(to),commoner,happy,rare,rare,12 PM - 03 PM,2019-05-15
https://www.facebook.com/1954072204870360/posts/2493154734295435/,what is sabarimala temple issue?,क्यों है सबरीमाला मंदिर में महिलाओं के प्रवेश पर विवाद?,commoner (np),no music,2019-11-14 20:35:00,4863,2019,4,average,judiciary & crime,controversial,rare,commoner voice(optv),rare,neutral,rare,rare,6 PM - 9 PM,2019-11-14
https://www.facebook.com/1954072204870360/posts/2549805008630407/,india's external affairs minister s jaishankar's birthday,"विदेश में देश का नाम बढ़ाने वाले एस जयशंकर का आज है जन्मदिन

ministry of external affairs, government of india",famous personality (fp),no music,2020-01-09 14:17:53,29582,2020,1,high,politics,day-specific,profile,voice of famous personality(fpv),famous personality,happy,famous personality,no_secondary_category,12 PM - 03 PM,2020-01-09
https://www.facebook.com/1954072204870360/posts/2549770155300559/,viral - owner makes his dog wear helmet in chennai,ट्रैफिक पुलिस का खौफ इतना की कुत्ते को पहना दिया हेलमेट!,other,relevant,2020-01-09 18:00:00,25885,2020,1,high,rare,emotions,rare,text only(to),rare,neutral,rare,person specific,6 PM - 9 PM,2020-01-09
https://www.facebook.com/1954072204870360/posts/2567158553561719/,this kollywood actor does social service by daily distributing food amongst the poor,पर्दे का खलनायक जो रोज मिटाता है 100 लोगों की भूख,famous personality (fp),neutral,2020-01-28 12:50:52,159562,2020,1,high,lifestyle,inspiring,rare,text only(to),famous personality,neutral,rare,famous personality,12 PM - 03 PM,2020-01-28
https://www.facebook.com/1954072204870360/posts/2548838832060358/,the process of executing death sentence,कैसे दी जाएगी निर्भया के दोषियों को फांसी?,other,neutral,2020-01-08 17:00:00,30150,2020,1,high,judiciary & crime,informative,rare,text only(to),other,neutral,rare,rare,3 PM - 6 PM,2020-01-08
https://www.facebook.com/1954072204870360/posts/2549703905307184/,rahul dravid - the wall turns 47,"टीम इंडिया की वॉल का आज है बर्थडे

rahul dravid",famous personality (fp),relevant,2020-01-11 09:00:00,44101,2020,1,high,sports & games,day-specific,profile,voice of famous personality(fpv),famous personality,happy,cricket,famous personality,6 AM - 9 AM,2020-01-11
https://www.facebook.com/1954072204870360/posts/2548809705396604/,deepika padukone attends jnu students protest against campus attack,"jnu जाने पर क्यों troll हुईं deepika padukone?

(via फिल्मी newj)",famous personality (fp),low,2020-01-08 15:00:07,26665,2020,1,high,politics,controversial,rare,commoner voice(optv),famous personality,neutral,rare,famous personality,3 PM - 6 PM,2020-01-08
https://www.facebook.com/1954072204870360/posts/2548956662048575/,9-judge bench to hear sabrimala matter,महिलाओं के मामले में होगी कौन सी सुप्रीम सुनवाई?,commoner (np),neutral,2020-01-08 20:30:04,3648,2020,1,low,judiciary & crime,informative,controversial,text only(to),rare,neutral,rare,rare,6 PM - 9 PM,2020-01-08
https://www.facebook.com/1954072204870360/posts/2547970535480521/,nirbhaya case - all 4 convicts to be hanged on 22nd january,"22 जनवरी को फांसी के फंदे पर लटकेंगे निर्भया के दोषी

#nirbhayaverdict",commoner (np),no music,2020-01-07 18:30:04,66249,2020,1,high,judiciary & crime,informative,rare,commoner voice(optv),commoner,happy,rare,rare,6 PM - 9 PM,2020-01-07
https://www.facebook.com/1954072204870360/posts/2547882218822686/,baby pragya medha's mesmerizing soulful duet with her mom,"इस बार लिटिल लता दी ने गाया कौन सा गाना?

jubin nautiyal",commoner (np),no music,2020-01-08 12:00:00,48085,2020,1,high,entertainment,rare,rare,commoner voice(optv),commoner,happy,rare,rare,12 PM - 03 PM,2020-01-08
https://www.facebook.com/1954072204870360/posts/2549937911950450/,air conditioners to be set at default temperature,"अब से एसी में 24 डिग्री पर सेट रहेगा तापमान, जानिए सरकार ने क्यों उठाया ये कदम

bureau of energy efficiency ministry of environment, forest & climate change, government of india",other,neutral,2020-01-10 17:00:00,3197,2020,1,low,government,informative,rare,text only(to),object,neutral,rare,no_secondary_category,3 PM - 6 PM,2020-01-10
https://www.facebook.com/1954072204870360/posts/2548981535379421/,travel in tejas express and get your house insured,"घर में चोरी होने पर क्यों मुआवजा देगी आईआरसीटीसी?

ministry of railways, government of india",commoner (np),relevant,2020-01-09 12:00:00,11533,2020,1,average,government,informative,rare,commoner voice(optv),commoner,happy,rare,no_secondary_category,12 PM - 03 PM,2020-01-09
https://www.facebook.com/1954072204870360/posts/2550730715204503/,200 visually challenged athletes participate in marathon,"कहां 200 नेत्रहिन एथलीट के लिए आयोजित हुई स्पेशल मैराथॉन? 

pinkathon",other,relevant,2020-01-10 15:00:00,3070,2020,1,low,sports & games,rare,inspiring,text only(to),crowd,happy,rare,rare,3 PM - 6 PM,2020-01-10
https://www.facebook.com/1954072204870360/posts/2548036172140624/,fact file - events that led to violence in jnu,"जेएनयू में कब, क्या हुआ?",commoner (np),no music,2020-01-07 20:30:05,11547,2020,1,average,judiciary & crime,informative,controversial,commoner voice(optv),crowd,anger,rare,rare,6 PM - 9 PM,2020-01-07
https://www.facebook.com/newjplus/videos/834313456991810/,who was irani general qassem soleimani?,कौन थे अमेरिकी हमले में मारे गए जनरल कासिम सुलेमानी?,other,neutral,2020-01-06 20:30:06,63284,2020,1,high,global news,general,profile,text only(to),famous personality,neutral,rare,famous personality,6 PM - 9 PM,2020-01-06
https://www.facebook.com/1954072204870360/posts/2547763365501238/,australian bushfire causes devastating impact on its wildlife,ऑस्ट्रेलिया में लगी आग से 50 करोड़ जानवरों की मौत,commoner (np),no music,2020-01-07 15:00:00,172310,2020,1,high,global news,rare,emotions,commoner voice(optv),rare,neutral,rare,rare,3 PM - 6 PM,2020-01-07
https://www.facebook.com/1954072204870360/posts/2546812465596328/,nankana sahib attack's main accuse imran chisti gets arrested,पाकिस्तान में क्यों सुरक्षित नहीं है अल्पसंख्यक?,crowd,no music,2020-01-06 16:30:05,13607,2020,1,average,global news,rare,controversial,commoner voice(optv),crowd,anger,rare,rare,3 PM - 6 PM,2020-01-06
https://www.facebook.com/1954072204870360/posts/2550744891869752/,an innovative mini car with worth just rs 56000,"कभी स्कूल नहीं गए बवर सिंह ने कैसे ₹56,000 में  बना दी कार?

skill india",other,relevant,2020-01-11 15:00:00,49172,2020,1,high,rare,general,rare,text only(to),commoner,neutral,person specific,no_secondary_category,3 PM - 6 PM,2020-01-11
https://www.facebook.com/1954072204870360/posts/2547679608842947/,gautam gambhir installs india's first smog tower in delhi,"कैसे दिल्ली का प्रदूषण अब 80 फीसदी तक होने जा रहा है कम?

gautam gambhir",other,neutral,2020-01-07 12:00:00,6576,2020,1,average,rare,informative,rare,text only(to),object,neutral,rare,famous personality,12 PM - 03 PM,2020-01-07
https://www.facebook.com/1954072204870360/posts/2546799592264282/,several students left injured as violence break out in jnu campus,अब जेएनयू में हुआ कौन सा विवाद?,commoner (np),no music,2020-01-06 15:07:40,21661,2020,1,high,judiciary & crime,emotions,emotions,commoner voice(optv),commoner,anger,rare,other,3 PM - 6 PM,2020-01-06
https://www.facebook.com/1954072204870360/posts/2546921442252097/,bjp launches a nationwide campaign to support caa,"दिल्ली की गलियों में घूमे अमित शाह, नागरिकता कानून के समर्थन में बीजेपी ने शुरु किया अभियान

bharatiya janata party (bjp)",crowd,low,2020-01-07 09:00:00,24611,2020,1,high,government,controversial,rare,rare,famous personality,happy,rare,rare,6 AM - 9 AM,2020-01-07
https://www.facebook.com/1954072204870360/posts/2547815268829381/,fan makes virat kohli's portrait using old mobile phones and wires,"विराट के फैन ने पुराने मोबाइल से कैसे बनाई उनकी खास तस्वीर?

virat kohli",famous personality (fp),relevant,2020-01-08 09:00:00,15138,2020,1,high,rare,rare,rare,text only(to),famous personality,neutral,cricket,rare,6 AM - 9 AM,2020-01-08
https://www.facebook.com/1954072204870360/posts/2543701089240799/,narendra modi once again shows his class in front of a large audience by touching a woman's feet,"क्यों महिला के सामने झुके पीएम मोदी?

narendra modi bharatiya janata party (bjp)",famous personality (fp),relevant,2020-01-03 16:35:00,25669,2020,1,high,politics,rare,rare,text only(to),famous personality,neutral,famous personality,no_secondary_category,3 PM - 6 PM,2020-01-03
https://www.facebook.com/1954072204870360/posts/2543690275908547/,sachin tendulkar shares an inspirational video of a disabled cricketer,"कौन है वो दिव्यांग क्रिकेटर जिसका खेल देख दंग रह गए सचिन तेंदुलकर ?

sachin tendulkar",commoner (np),neutral,2020-01-04 09:05:00,15746,2020,1,high,others,rare,inspiring,text only(to),commoner,neutral,person specific,rare,6 AM - 9 AM,2020-01-04
https://www.facebook.com/1954072204870360/posts/2543599709250937/,isro director plays flute during a commitee meeting,"विज्ञान के अलावा किस कला में माहिर हैं इसरो के ये डायरेक्टर? 

isro - indian space research organisation",famous personality (fp),no music,2020-01-03 12:05:00,18768,2020,1,high,rare,general,rare,other,famous personality,action,famous personality,rare,12 PM - 03 PM,2020-01-03
https://www.facebook.com/1954072204870360/posts/2543648599246048/,job of the newly formed 5th division dma,"क्या काम करेगा रक्षा मंत्रालय का 5वां विभाग डीएमए? जिसके चीफ हैं जनरल बिपिन रावत

adgpi - indian army",famous personality (fp),neutral,2020-01-03 20:35:01,25963,2020,1,high,forces,informative,rare,text only(to),famous personality,happy,rare,rare,6 PM - 9 PM,2020-01-03
https://www.facebook.com/1954072204870360/posts/2542914882652753/,modi govt announces rs 102 lakh crores to boost infrastructure,"क्या है मोदी सरकार का 5 ट्रिलियन इकोनॉमी बनाने का प्लान?

nirmala sitharaman ministry of finance, government of india",other,neutral,2020-01-02 20:30:05,4315,2020,1,low,government,informative,rare,text only(to),famous personality,happy,rare,other,6 PM - 9 PM,2020-01-02
https://www.facebook.com/1954072204870360/posts/2542698386007736/,pope francis slaps a woman's hand who tried to pull him,क्यों नए साल पर आया पोप को गुस्सा?,crowd,no music,2020-01-02 17:27:52,4614,2020,1,low,global news,controversial,rare,commoner voice(optv),commoner,happy,rare,famous personality,3 PM - 6 PM,2020-01-02
https://www.facebook.com/1954072204870360/posts/2543637219247186/,moradabad railway station installs biodegradable plants to save environment,मुरादाबाद पर स्टेशन के कचरे से कैसे हरे-भरे हो रहे हैं  पेड़-पौधे?,commoner (np),neutral,2020-01-04 15:00:00,9135,2020,1,average,rare,general,rare,text only(to),commoner,neutral,rare,rare,3 PM - 6 PM,2020-01-04
https://www.facebook.com/1954072204870360/posts/2542795045998070/,infant death toll rises over 100 at kota hospital,"कोटा में 100 बच्चों की मौत के बावजूद जारी है प्रशासन की लापरवाही

ministry of health and family welfare",commoner (np),no music,2020-01-03 09:00:00,4221,2020,1,low,government,emotions,rare,commoner voice(optv),rare,neutral,health,other,6 AM - 9 AM,2020-01-03
https://www.facebook.com/1954072204870360/posts/2542725459338362/,isro plans key missions in 2020,"कैसे होगा 2020 इसरो का साल?

isro - indian space research organisation",other,relevant,2020-01-02 14:09:30,11340,2020,1,average,government,informative,rare,text only(to),object,action,rare,other,12 PM - 03 PM,2020-01-02
https://www.facebook.com/1954072204870360/posts/2543966789214229/,kapil dev - the man who led india to the first ever cricket world cup,"टीम इंडिया को पहली बार वर्ल्ड कप जीताने वाले कप्तान कपिल देव का आज है जन्मदिन

indian cricket team ranveer singh",famous personality (fp),relevant,2020-01-06 09:05:01,65745,2020,1,high,sports & games,inspiring,informative,other,famous personality,happy,famous personality,rare,6 AM - 9 AM,2020-01-06
https://www.facebook.com/1954072204870360/posts/2544053769205531/,#sundaystruggle - superstar amitabh bachchan and his journey,"कई सारे rejection के बावजूद कैसे सदी के महानायक बने amitabh bachchan

amitabh bachchan

(via फिल्मी newj)",famous personality (fp),low,2020-01-05 15:00:15,198087,2020,1,high,entertainment,profile,rare,voice of famous personality(fpv),famous personality,happy,famous personality,rare,3 PM - 6 PM,2020-01-05
https://www.facebook.com/1954072204870360/posts/2544041572540084/,happy birthday mamata banerjee - the woman to change the face of west bengal,"मां, माटी, मानुष की राजनीति करने वाली ममता

 all india trinamool congress",famous personality (fp),neutral,2020-01-05 09:05:00,8934,2020,1,average,politics,day-specific,profile,text only(to),famous personality,action,famous personality,no_secondary_category,6 AM - 9 AM,2020-01-05
https://www.facebook.com/1954072204870360/posts/2543763025901272/,the unique mosque and its unique beliefs,"ये है इकलौती ऐसी दरगाह जहां फूल नहीं बल्कि पत्थर चढ़ाते हैं, क्या है इसकी वजह?",other,neutral,2020-01-04 12:05:00,21956,2020,1,high,rare,emotions,rare,text only(to),commoner,neutral,rare,rare,12 PM - 03 PM,2020-01-04
https://www.facebook.com/1954072204870360/posts/2543917099219198/,this old man created a museum with his old collections,"पुराने सामान को संजोकर रखने का था शौक, देखते ही देखते घर बन गया म्यूजियम",commoner (np),neutral,2020-01-04 18:00:00,27706,2020,1,high,rare,emotions,inspiring,text only(to),commoner,happy,rare,person specific,6 PM - 9 PM,2020-01-04
https://www.facebook.com/1954072204870360/posts/2539490079661900/,general bipin rawat set to become india's first chief of defence,"बिपिन रावत होंगे देश के पहले चीफ ऑफ डिफेंस स्‍टाफ, क्यों जरुरी था ये पद?

adgpi - indian army | indian air force | indian navy ministry of defence, government of india",famous personality (fp),relevant,2019-12-30 17:23:56,53388,2019,4,high,forces,general,rare,text only(to),famous personality,rare,rare,famous personality,3 PM - 6 PM,2019-12-30
https://www.facebook.com/1954072204870360/posts/2539277393016502/,when shahid afridi broke his own tv set,"पहले मैच हारने पर टूटते थे टीवी, शाहीद अफरीदी ने आरती सुन तोड़ा टीवी",famous personality (fp),low,2019-12-30 13:00:00,7882,2019,4,average,sports & games,emotions,rare,voice of famous personality(fpv),famous personality,happy,famous personality,rare,12 PM - 03 PM,2019-12-30
https://www.facebook.com/1954072204870360/posts/2539290943015147/,social media goes gaga over elderly couple's marriage,"67 का दूल्हा, 65 की दुल्हन, सोशल मीडिया पर ट्रेंड करने लगा ये 'नवदंपति'",other,relevant,2019-12-31 12:00:00,39717,2019,4,high,lifestyle,rare,rare,text only(to),commoner,happy,person specific,no_secondary_category,12 PM - 03 PM,2019-12-31
https://www.facebook.com/1954072204870360/posts/2539520352992206/,newj rewinds 2019 - leaders who bid us adieu,"2019 में इन नेताओं ने कहा हमें अलविदा

#newjrewinds2019

bharatiya janata party (bjp) | indian national congress",famous personality (fp),neutral,2019-12-30 20:30:05,17105,2019,4,high,politics,rare,emotions,text only(to),famous personality,happy,famous personality,no_secondary_category,6 PM - 9 PM,2019-12-30
https://www.facebook.com/1954072204870360/posts/2536236403320601/,farmer builds pm modi's temple in tiruchirappalli,"तमिलनाडु के किसान ने बनाया प्रधानमंत्री मोदी का मंदिर, सुबह-शाम करता है आरती

narendra modi",famous personality (fp),neutral,2019-12-27 17:00:00,30206,2019,4,high,politics,emotions,rare,text only(to),famous personality,happy,famous personality,person specific,3 PM - 6 PM,2019-12-27
https://www.facebook.com/1954072204870360/posts/2536317359979172/,shoaib akhtar exposes pakistan cricket team's discriminatory policy,"शोएब अख्तर ने खोली पाकिस्तान की पोल, बोले - हिंदू होने के कारण दानिश को नहीं मिलता था मौका

shoaib akhtar",famous personality (fp),neutral,2019-12-27 15:19:21,91053,2019,4,high,sports & games,emotions,rare,voice of famous personality(fpv),famous personality,rare,other,rare,3 PM - 6 PM,2019-12-27
https://www.facebook.com/1954072204870360/posts/2536444163299825/,newj rewinds 2019 - top 10 wealthiest indians,"2019 में कौन रहें भारत के 10 सबसे अमीर लोग? 

#newjrewinds2019",famous personality (fp),neutral,2019-12-28 20:30:03,14689,2019,4,high,rare,rare,rare,text only(to),famous personality,happy,rare,famous personality,6 PM - 9 PM,2019-12-28
https://www.facebook.com/1954072204870360/posts/2536175149993393/,ramanand sagar - indian television's showman,देश को टीवी पर पहली बार रामायण दिखाने वाले रामानंद सागर का आज है जन्मदिन,famous personality (fp),no music,2019-12-29 09:00:00,264905,2019,4,high,entertainment,profile,rare,text only(to),famous personality,action,rare,famous personality,6 AM - 9 AM,2019-12-29
https://www.facebook.com/1954072204870360/posts/2535347286742846/,"all 130 crore indians are hindus, says mohan bhagwat",क्यों संघ प्रमुख मोहन भागवत ने देश के सभी लोगों को कहा हिंदू?,famous personality (fp),no music,2019-12-26 17:00:01,57850,2019,4,high,politics,controversial,rare,voice of famous personality(fpv),famous personality,rare,rare,rare,3 PM - 6 PM,2019-12-26
https://www.facebook.com/1954072204870360/posts/2535279080083000/,prafulla kumar - odisha's 'dancing sir',कैसे ये डांसिंग टीचर सोशल मीडिया पर जीत रहे हैं सबका दिल?,commoner (np),no music,2019-12-29 12:00:01,49068,2019,4,high,rare,general,rare,commoner voice(optv),commoner,happy,rare,person specific,12 PM - 03 PM,2019-12-29
https://www.facebook.com/1954072204870360/posts/2550794401864801/,over 30000 women got their uterus removed in maharashtra,"क्यों कुछ पैसों की खातिर 30,000 महिलाओं ने दे दी कोख की बलि?

cmomaharashtra | dr nitin raut",commoner (np),no music,2020-01-10 20:30:01,7404,2020,1,average,lifestyle,emotions,rare,commoner voice(optv),commoner,action,health,rare,6 PM - 9 PM,2020-01-10
https://www.facebook.com/1954072204870360/posts/2540352556242319/,free milk in the exchange of plastic waste in panchkula,"10 प्लास्टिक की बोतल लाओ, दूध का पैकेट फ्री में ले जाओ

panchkula municipal corporation",other,relevant,2020-01-01 09:00:00,32867,2020,1,high,rare,inspiring,rare,text only(to),object,neutral,rare,rare,6 AM - 9 AM,2020-01-01
https://www.facebook.com/1954072204870360/posts/2535252810085627/,ring of fire - decade's last solar eclipse seen in most parts of india,"देश ने देखा दशक का आखिरी सूर्य ग्रहण, प्रधानमंत्री मोदी ने शेयर की तस्वीर

narendra modi",other,neutral,2019-12-26 14:14:48,6944,2019,4,average,rare,informative,rare,text only(to),rare,neutral,other,rare,12 PM - 03 PM,2019-12-26
https://www.facebook.com/1954072204870360/posts/2536227693321472/,sevabharathi - one of tamil nadu's largest ngos,"एक ऐसी संस्था जो लोगों को दे रही है जीवन की नई रोशनी

sevabharathi tamilnadu",commoner (np),neutral,2019-12-29 20:35:00,4758,2019,4,low,lifestyle,informative,rare,other,commoner,happy,rare,no_secondary_category,6 PM - 9 PM,2019-12-29
https://www.facebook.com/1954072204870360/posts/2534184340192474/,aap leader bhagwant mann's verbal spat with a journalist,क्यों पत्रकार से प्रेस कॉन्फ्रेंस के दौरान भिड़ गए आम आदमी पार्टी के सांसद भगवंत मान?,commoner (np),no music,2019-12-26 10:00:00,3943,2019,4,low,politics,controversial,rare,commoner voice(optv),commoner,anger,rare,famous personality,9 AM - 12 PM,2019-12-26
https://www.facebook.com/1954072204870360/posts/2534336616843913/,all that you need to know about npr (national population register),"क्या है एनपीआर?

 prakash javadekar",famous personality (fp),no music,2019-12-25 16:53:21,7448,2019,4,average,government,rare,rare,voice of famous personality(fpv),crowd,happy,rare,no_secondary_category,3 PM - 6 PM,2019-12-25
https://www.facebook.com/1954072204870360/posts/2534172456860329/,goa police turns santa to create traffic awareness,क्यों सड़को पर सांता क्लॉज बनी गोवा पुलिस?,commoner (np),relevant,2019-12-25 20:30:05,4267,2019,4,low,forces,emotions,inspiring,text only(to),commoner,happy,rare,rare,6 PM - 9 PM,2019-12-25
https://www.facebook.com/1954072204870360/posts/2535200876757487/,truck carrying an abandoned aircraft gets stuck under a flyover bridge,कैसे हाइवे पर पुल के नीचे फंस गया ये प्लेन?,other,neutral,2019-12-27 10:00:00,12439,2019,4,high,others,emotions,rare,text only(to),object,neutral,other,internet sensation,9 AM - 12 PM,2019-12-27
https://www.facebook.com/1954072204870360/posts/2535349966742578/,newj rewinds 2019 - a year of elections in india,"चुनावों के मामले में कैसा रहा 2019?

#newjrewinds2019",commoner (np),neutral,2019-12-26 20:30:05,3459,2019,4,low,politics,rare,rare,commoner voice(optv),famous personality,happy,other,no_secondary_category,6 PM - 9 PM,2019-12-26
https://www.facebook.com/1954072204870360/posts/2534127486864826/,marking 15 years of tsunami tragedy,15 साल बाद भी ताजा हैं सुनामी के दिए हुए जख्म,other,neutral,2019-12-26 08:00:00,30741,2019,4,high,rare,day-specific,rare,text only(to),rare,rare,rare,no_secondary_category,6 AM - 9 AM,2019-12-26
https://www.facebook.com/1954072204870360/posts/2533218686955706/,aisi taisi democracy's satirical take on pollution crisis,"‘पल-पल दिल के पास’ के बाद अब आया पल-पल पॉल्यूशन

aisi taisi democracy",commoner (np),no music,2019-12-25 18:30:00,20436,2019,4,high,rare,rare,rare,other,commoner,action,rare,rare,6 PM - 9 PM,2019-12-25
https://www.facebook.com/1954072204870360/posts/2532261750384733/,sadhvi pragya thakur creates chaos in a flight,क्यों यात्रियों ने साध्वी प्रज्ञा से कहा “आपको शर्म आनी चाहिए”?,famous personality (fp),no music,2019-12-23 17:12:18,10317,2019,4,average,politics,controversial,rare,voice of famous personality(fpv),famous personality,happy,other,famous personality,3 PM - 6 PM,2019-12-23
https://www.facebook.com/1954072204870360/posts/2532120143732227/,rohit sharma breaks jayasurya's 22-year-old record,"अब किस रिकॉर्ड को तोड़ हिट हुए रोहित?

rohit sharma",famous personality (fp),relevant,2019-12-24 08:00:00,6344,2019,4,average,sports & games,rare,informative,text only(to),famous personality,rare,cricket,rare,6 AM - 9 AM,2019-12-24
https://www.facebook.com/1954072204870360/posts/2533059360304972/,those 8 days of kandahar hijack terror,कंधार हाईजैक - कैसे खत्म हुए थे डर के वो 8 दिन?,other,relevant,2019-12-24 12:45:00,598574,2019,4,high,judiciary & crime,emotions,informative,text only(to),other,action,rare,no_secondary_category,12 PM - 03 PM,2019-12-24
https://www.facebook.com/1954072204870360/posts/2540323129578595/,farmer becomes millionaire by producing onions,"किस तरह खेती कर ये किसान कमा रहा है लाखों रुपए?

ministry of agriculture & farmer’s welfare, government of india",other,neutral,2019-12-31 15:00:00,16158,2019,4,high,rare,profile,emotions,text only(to),object,neutral,person specific,no_secondary_category,3 PM - 6 PM,2019-12-31
https://www.facebook.com/1954072204870360/posts/2535444810066427/,newj rewinds 2019 - top 5 twitter trends of 2019,"2019 में क्या थे ट्विटर के टॉप 5 ट्रेंडिंग हैशटैग?

#newjrewinds2019",other,neutral,2019-12-27 20:30:02,1129,2019,4,low,others,rare,rare,text only(to),object,neutral,other,rare,6 PM - 9 PM,2019-12-27
https://www.facebook.com/1954072204870360/posts/2532053177072257/,mamata banerjee's 'caa-caa chi-chi' protest,कौन सा रैप लेकर आईं ममता बैनर्जी?,famous personality (fp),neutral,2019-12-23 12:07:01,28811,2019,4,high,politics,controversial,rare,voice of famous personality(fpv),famous personality,neutral,rare,no_secondary_category,12 PM - 03 PM,2019-12-23
https://www.facebook.com/1954072204870360/posts/2532163343727907/,caa supporters organised peaceful rallies,नागरिकता कानून पर फिर से क्यों सड़कों पर उतरे लोग?,crowd,loud,2019-12-24 10:00:00,15473,2019,4,high,politics,informative,rare,text only(to),crowd,action,rare,other,9 AM - 12 PM,2019-12-24
https://www.facebook.com/1954072204870360/posts/2532424340368474/,jmm-congress alliance come up trumps in jharkhand elections 2019,"खंड खंड में आया झारखंड का परिणाम

jharkhand mukti morcha - jmm indian national congress - jharkhand bjp jharkhand",commoner (np),neutral,2019-12-23 20:13:09,4205,2019,4,low,politics,informative,rare,text only(to),commoner,neutral,other,rare,6 PM - 9 PM,2019-12-23
https://www.facebook.com/1954072204870360/posts/2530047393939502/,pakistan's claim on hyderabad nizam's treasure falls flat-faced,"भारत के खिलाफ जाना पाकिस्तान को फिर पड़ा भारी, देना होगा 60 लाख पाउंड जुर्माना",commoner (np),loud,2019-12-22 10:00:00,11580,2019,4,high,global news,controversial,rare,text only(to),object,neutral,rare,other,9 AM - 12 PM,2019-12-22
https://www.facebook.com/1954072204870360/posts/2529986387278936/,virat kohli tops the forbes india celebrity 100 list,"टॉप 100 सेलेब्रिटिज में सबसे उपर किंग कोहली

virat kohli forbes india",famous personality (fp),relevant,2019-12-22 18:00:00,6179,2019,4,average,sports & games,general,rare,text only(to),famous personality,neutral,cricket,famous personality,6 PM - 9 PM,2019-12-22
https://www.facebook.com/1954072204870360/posts/2530057247271850/,viral - man produces sound of truck siren through his vocal chords,इस आदमी और ट्रक के बीच क्या है कनेक्शन?,commoner (np),no music,2019-12-21 14:56:15,13465,2019,4,high,rare,emotions,rare,commoner voice(optv),object,neutral,rare,rare,12 PM - 03 PM,2019-12-21
https://www.facebook.com/1954072204870360/posts/2540445899566318/,dr bindu menon's 'neurology on wheels',"किस तरह दिमाग संबंधी रोगों का मुफ्त इलाज कर रही हैं डॉ बिंदू मेनन?

axon neuro and rehab care",commoner (np),neutral,2020-01-02 10:00:00,20526,2020,1,high,lifestyle,profile,inspiring,text only(to),commoner,happy,health,rare,9 AM - 12 PM,2020-01-02
https://www.facebook.com/1954072204870360/posts/2532085700402338/,newj rewinds 2019 - rahul gandhi continues to entertain,"2019 में कहां-कहां फंसे राहुल गांधी?

#newjrewinds2019",famous personality (fp),relevant,2019-12-23 21:30:05,21084,2019,4,high,politics,emotions,rare,voice of famous personality(fpv),famous personality,happy,famous personality,rare,9 PM - 12 AM,2019-12-23
https://www.facebook.com/1954072204870360/posts/2529314577346117/,key takeaways from ipl 2020 auctions,"आईपीएल ऑक्शन 2020 के वो 5 खिलाड़ी, जिनके बारे में ये बातें जानना है जरुरी

ipl - indian premier league",other,relevant,2019-12-20 20:46:37,8692,2019,4,average,sports & games,rare,rare,text only(to),famous personality,rare,cricket,other,6 PM - 9 PM,2019-12-20
https://www.facebook.com/1954072204870360/posts/2530081497269425/,lesser known fact about pv narsimha rao's death,क्यों पूर्व प्रधानमंत्री पीवी नरसिम्हा राव के शव के लिए नहीं खुले थे कांग्रेस मुख्यालय के दरवाजे?,famous personality (fp),relevant,2019-12-23 08:00:00,104966,2019,4,high,politics,emotions,rare,text only(to),famous personality,neutral,famous personality,rare,6 AM - 9 AM,2019-12-23
https://www.facebook.com/1954072204870360/posts/2529948070616101/,the tragic story of dhanushkodi town,जानिए कहां है वो भूतिया शहर जहां एक रात में गायब हो गई 115 यात्रियों से भरी ट्रेन?,other,relevant,2019-12-23 10:00:00,15362,2019,4,high,rare,emotions,rare,text only(to),object,neutral,rare,rare,9 AM - 12 PM,2019-12-23
https://www.facebook.com/1954072204870360/posts/2528279897449585/,citizenship amendment act (caa) - truth and lies,"नागरिकता कानून - क्या सच, क्या झूठ?",crowd,relevant,2019-12-19 20:35:00,29034,2019,4,high,government,controversial,informative,text only(to),crowd,action,rare,rare,6 PM - 9 PM,2019-12-19
https://www.facebook.com/1954072204870360/posts/2528060440804864/,man jumps before local train at kurla station in mumbai,चलती लोकल ट्रेन के आगे क्यों कूद पड़ा ये शख्स?,crowd,relevant,2019-12-19 16:35:00,3517,2019,4,low,judiciary & crime,emotions,rare,text only(to),crowd,neutral,person specific,rare,3 PM - 6 PM,2019-12-19
https://www.facebook.com/1954072204870360/posts/2528117664132475/,controversial speech of congress mla against home minister amit shah creates social buzz,भाषण के दौरान गृह मंत्री अमित शाह के खिलाफ कांग्रेस विधायक का विवादित भाषण,commoner (np),no music,2019-12-20 10:00:00,15248,2019,4,high,politics,controversial,rare,commoner voice(optv),commoner,neutral,rare,famous personality,9 AM - 12 PM,2019-12-20
