Permalink,title,description,visual_first_3_seconds,background_music_type_first_3_seconds,published_time_ist,seven_day_views,year,quarter,target,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,Secondary_Category_1_new,Secondary_Category_2_new,time_distribution,date
https://www.facebook.com/1954072204870360/posts/2797148197229419/,10-year-old saanvi prajit cooks up a storm-prepares 33 dishes in 60 minutes,10 साल की नन्ही मास्टरशेफ सानवी परजीत ने 1 घंटे में बना डाले 33 डिश,commoner (np),low,2020-10-17 15:05:01,227526,2020,4,high,rare,emotions,inspiring,text only(to),commoner,happy,rare,person specific,3 PM - 6 PM,2020-10-17
https://www.facebook.com/1954072204870360/posts/2757239321220307/,"suresh raina breaks silence after exiting ipl, requests punjab police for justice for his relatives death","बेरहमी से की गई सुरेश रैना के रिश्तेदारों की हत्या, सोशल मीडिया पर दर्द साझा करते हुए लिखा मारे गए रिश्तेदारों के साथ न्याय किया जाए",famous personality (fp),low,2020-09-02 14:39:11,15060,2020,3,low,judiciary & crime,emotions,rare,text only(to),famous personality,neutral,rare,famous personality,12 PM - 03 PM,2020-09-02
https://www.facebook.com/1954072204870360/posts/2788185488125690/,powerful recital of poem by actor vrajesh hirjee echoes disgust and anger over hathras rape,"हाथरस कांड पर फूटा vrajesh hirjee का गुस्सा share की कविता, कहा - 'सुनो द्रोपदी शस्त्र उठा लो'",famous personality (fp),no music,2020-10-06 11:00:02,29113,2020,4,average,others,rare,rare,voice of famous personality(fpv),famous personality,neutral,famous personality,rare,9 AM - 12 PM,2020-10-06
https://www.facebook.com/1954072204870360/posts/2782302812047291/,grandson jumps in to help elderly woman attacked by a raging bull,आवारा सांड के मारने के बावजूद इस पोते ने दादी की जान बचाने की दिखाई हिम्मत,commoner (np),low,2020-09-29 18:26:47,819939,2020,3,high,others,emotions,rare,text only(to),rare,action,rare,internet sensation,6 PM - 9 PM,2020-09-29
https://www.facebook.com/1954072204870360/posts/2786037365007169/,atal tunnel finally inaugurated- an engineering marvel that is the longest of its kind in the world,"‘जिस स्पीड से हो रहा था काम 2040 तक बन पाती अटल टनल’. पीएम मोदी ने अटल टनल के उद्घाटन के दौरान दी ये जानकारी. जानिए कब विश्व की सबसे लंबी हाइवे टनल के काम ने पकड़ा जोर

narendra modi",famous personality (fp),no music,2020-10-04 08:05:00,109065,2020,4,high,government,rare,rare,voice of famous personality(fpv),other,neutral,political,rare,6 AM - 9 AM,2020-10-04
https://www.facebook.com/1954072204870360/posts/2751864261757813/,james anderson becomes the first ever first bowler to take  600 test wickets,"टेस्ट क्रिकेट में 600 विकेट लेने वाले दुनिया के पहले तेज गेंदबाज बने जेम्स एंडरसन, अब 700 विकेट का रखा है टारगेट

james anderson | england cricket",famous personality (fp),low,2020-08-29 12:05:00,7530,2020,3,low,sports & games,profile,inspiring,text only(to),famous personality,happy,cricket,famous personality,12 PM - 03 PM,2020-08-29
https://www.facebook.com/1954072204870360/posts/2770318423245730/,uk hands over 3 stolen ancient idols from 1978 to india,"तमिलनाडु से 42 साल पहले चोरी हुई थीं राम-सीता, लक्ष्मण की ये मूर्तियां. अब लंदन से वापस आयीं भारत",other,low,2020-09-16 14:15:00,60700,2020,3,high,rare,informative,rare,text only(to),object,neutral,rare,rare,12 PM - 03 PM,2020-09-16
https://www.facebook.com/1954072204870360/posts/2765930533684519/,"a brilliant mind! he has never been to school, but this 20-year old from rajasthan is a pro at maths",कभी स्कूल नहीं गया है इरफान लेकिन चुटकी बजाते ही हल कर देता है गणित के बड़े-बड़े सवाल,commoner (np),no music,2020-09-12 18:05:00,65426,2020,3,high,rare,emotions,inspiring,commoner voice(optv),commoner,neutral,person specific,no_secondary_category,6 PM - 9 PM,2020-09-12
https://www.facebook.com/1954072204870360/posts/2765751170369122/,india and china thrash out a 5-point consensus to resolve lac stand-off. will the chinese keep their promise?,भारत-चीन के बीच हुई बातचीत के बाद 5 बातों पर बनी सहमति. क्या अपने वादे पर कायम रहेगा चीन?,other,relevant,2020-09-11 16:35:00,10957,2020,3,low,global news,controversial,rare,text only(to),object,neutral,political,rare,3 PM - 6 PM,2020-09-11
https://www.facebook.com/1954072204870360/posts/2762192400724999/,controversy 'queen' kangana ranaut to get y+ security after her tussle with shivsena lead sanjay raut,महाराष्ट्र सरकार से जारी कंगना के पंगे के बीच उन्हें मिलेगी वाई कैटेगरी की सुरक्षा. कुछ दिन पहले ही पिता ने सुरक्षा को लेकर जताई थी चिंता,famous personality (fp),relevant,2020-09-07 20:05:00,19706,2020,3,average,others,controversial,rare,text only(to),famous personality,anger,famous personality,person specific,6 PM - 9 PM,2020-09-07
https://www.facebook.com/1954072204870360/posts/2778293412448231/,age is just a number! what did the fabulously fit milind soman tell india's prime minister,"उम्र 54 पर चाल 30 की! जब narendra modi ने पूछ ही ली milind soman की असली उम्र

pmo india | narendra modi | bharatiya janata party (bjp) | milind soman

#fitindiadialogue2020

(via फिल्मी newj)",commoner (np),no music,2020-09-25 10:05:57,618804,2020,3,high,others,emotions,inspiring,text only(to),commoner,happy,rare,person specific,9 AM - 12 PM,2020-09-25
https://www.facebook.com/1954072204870360/posts/2810732349204337/,no immersion of 'migrant mother' puja idol in trinamool's bengal,क्या बंगाल में भी मुंगेर जैसी घटना चाहती है ममता सरकार? दुर्गा प्रतिमा को विसर्जित करने की जगह दिया दोबारा स्थापित करने का आदेश,crowd,no music,2020-10-30 12:35:00,47523,2020,4,average,judiciary & crime,emotions,controversial,voice_over(vo),other,neutral,rare,rare,12 PM - 03 PM,2020-10-30
https://www.facebook.com/1954072204870360/posts/2795512347393004/,publicity stunt? twitter q's ias officer for taking 2-week old baby to office,नवजात बेटी के साथ दफ्तर पहुंची एसडीएम तो सोशल मीडिया ने पूछा- क्या यह नाटक है?,commoner (np),relevant,2020-10-14 18:15:00,40261,2020,4,average,lifestyle,emotions,emotions,text only(to),commoner,neutral,person specific,internet sensation,6 PM - 9 PM,2020-10-14
https://www.facebook.com/1954072204870360/posts/2810910492519856/,congress candidate mashkoor ahmad usmani falls off as the stage collapsed in darbhanga rally,दूसरों को उठाने और गिराने की बात कर रहे थे नेताजी और फिर गिर गया खुद का ही स्टेज. देखिए बिहार चुनावों से जुड़ा ये वीडियो,famous personality (fp),no music,2020-10-30 17:05:00,19003,2020,4,low,entertainment,emotions,rare,voice of famous personality(fpv),famous personality,action,political,person specific,3 PM - 6 PM,2020-10-30
https://www.facebook.com/1954072204870360/posts/2795383530739219/,baba ramdev falls off elephant while performing yoga,"हाथी को नहीं पसंद आया बाबा रामदेव का योग, बाबा रामदेव को नीचे गिराया

swami ramdev",famous personality (fp),neutral,2020-10-14 15:05:24,40816,2020,4,average,entertainment,emotions,rare,voice_over(vo),famous personality,action,person specific,famous personality,3 PM - 6 PM,2020-10-14
https://www.facebook.com/1954072204870360/posts/2796255687318670/,"from helping 'baba ka dhaba', to going after tanishq-indian social media users flex muscle","देखो हिन्दुस्तान का दिल-जहां एक तरफ लाचार ढाबा मालिक की कराता है मदद, तो वहीं tanishq को सिखाता है सबक",commoner (np),low,2020-10-15 13:06:43,321164,2020,4,high,rare,controversial,rare,commoner voice(optv),commoner,anger,rare,rare,12 PM - 03 PM,2020-10-15
https://www.facebook.com/1954072204870360/posts/2719627638314809/,"serving the nation: a kabaddi player who is now a policeman, the story of india's kabbadi captain, ajay thakur","अजय ठाकुर, पहले कबड्डी मैदान में तो अब खाकी वर्दी में दिखा रहे हैं अपना दम

(via newj garv)",famous personality (fp),relevant,2020-07-25 16:05:45,62907,2020,3,high,sports & games,general,rare,text only(to),famous personality,happy,rare,person specific,3 PM - 6 PM,2020-07-25
https://www.facebook.com/1954072204870360/posts/2791808611096711/,"kolkata police misbehaves with sikh man, dislodges his turban during bjp march","सिख युवक के साथ पश्चिम बंगाल पुलिस ने की बदसलूकी, पगड़ी खींचकर बुरी तरह पीटा

bharatiya janata party (bjp) | bjp west bengal",commoner (np),relevant,2020-10-10 14:06:02,33557,2020,4,average,forces,emotions,rare,text only(to),commoner,action,rare,rare,12 PM - 03 PM,2020-10-10
https://www.facebook.com/1954072204870360/posts/2745030582441181/,"the voice of cricket, harsha bhogle, gives a special tribute to ms dhoni","क्रिकेट एक्सपर्ट हर्षा भोगले ने माही को इस खास अंदाज में दिया ट्रिब्यूट

harsha bhogle ms dhoni",famous personality (fp),no music,2020-08-21 08:00:00,19058,2020,3,average,sports & games,general,rare,voice of famous personality(fpv),famous personality,happy,cricket,person specific,6 AM - 9 AM,2020-08-21
https://www.facebook.com/1954072204870360/posts/2778799512397621/,nizam restaurant : a tour to kolkata's most famous kathi kebab roll junction,"निजाम रेस्टोरेंट - जहां हुई थी कोलकाता के मशहूर काठी रोल की शुरूआत. जानिए क्यों और कैसे यहां पहली बार बनाए गए थे काठी रोल?

#foodiefriday",other,relevant,2020-09-25 22:35:00,25815,2020,3,average,rare,informative,rare,text only(to),object,neutral,rare,no_secondary_category,9 PM - 12 AM,2020-09-25
https://www.facebook.com/1954072204870360/posts/2778578939086345/,the video that pm narendra modi watched 5 times,"मिलिंद सोमन की मां उषा सोमन के जन्मदिन का ये है वो वीडियो जिसे खुद पीएम मोदी ने 5-5 बार देखा है

milind soman | narendra modi | bharatiya janata party (bjp)

#fitindiadialogue2020",commoner (np),no music,2020-09-25 19:45:41,101922,2020,3,high,others,emotions,inspiring,text only(to),commoner,happy,rare,person specific,6 PM - 9 PM,2020-09-25
https://www.facebook.com/1954072204870360/posts/2807925286151710/,youtuber gaurav wasan who filmed 'baba ka dhaba' accused of duping old couple,बाबा का ढाबा की कहानी के हीरो बने गौरव वासन पर लगे बाबा को ठगने के आरोप। कितने पैसे किए बाबा का ढाबा के नाम पे जमा?,commoner (np),low,2020-10-27 17:05:00,498760,2020,4,high,rare,controversial,rare,commoner voice(optv),commoner,anger,rare,rare,3 PM - 6 PM,2020-10-27
https://www.facebook.com/1954072204870360/posts/2783966125214293/,"trinamool mp nusrat jahan gets death threats from muslim community members for posing as goddess durga, seeks security",एक बार फिर मुस्लिम कट्टरपंथियों के निशाने पर सांसद नुसरत जहां. दुर्गा अवतार में वीडियो शेयर करने पर मिली जान से मारने की धमकी,commoner (np),relevant,2020-10-02 16:05:00,34025,2020,4,average,politics,rare,controversial,text only(to),famous personality,action,political,person specific,3 PM - 6 PM,2020-10-02
https://www.facebook.com/1954072204870360/posts/2791819201095652/,doctor couple play an evergreen melody on the harmonica,"इस म्यूजिकल डॉक्टर जोड़ी ने हर्मोनिका की मदद से गाने ""एक दिन बिक जाएगा"" को दिया अलग अंदाज",commoner (np),relevant,2020-10-11 17:00:24,177075,2020,4,high,rare,general,rare,text only(to),commoner,happy,rare,rare,3 PM - 6 PM,2020-10-11
https://www.facebook.com/1954072204870360/posts/2706071643003742/,"cricketer suresh raina shares a video of ms dhoni on his birthday, goes viral","सुरेश रैना ने शेयर किया महेंद्र सिंह धोनी का अनदेखा वीडियो, इस वीडियो में क्रिकेट के माही का दिख रहा है अलग अंदाज

suresh raina",famous personality (fp),no music,2020-07-08 13:24:40,64932,2020,3,high,sports & games,rare,day-specific,voice_over(vo),famous personality,action,cricket,famous personality,12 PM - 03 PM,2020-07-08
https://www.facebook.com/1954072204870360/posts/2803220933288812/,delhi dy cm manish sisodia lambasts labour dept officials,"दिल्ली के डिप्टी सीएम को मिली अधिकारियों के काम ना करने की जानकारी, छापा मार अधिकारियों को दे दिया नौकरी ढंग से करने का फरमान

manish sisodia | arvind kejriwal | aam aadmi party - delhi",commoner (np),no music,2020-10-22 19:12:06,20658,2020,4,low,government,informative,rare,commoner voice(optv),famous personality,happy,famous personality,internet sensation,6 PM - 9 PM,2020-10-22
https://www.facebook.com/1954072204870360/posts/2801268113484094/,an idea for tanishq on promoting gender equality,मातृशक्ति के त्यौहार नवरात्रि के मौके पर देखिए वो विज्ञापन जिसमें दिखती है कन्या के आने की खुशी,commoner (np),low,2020-10-20 21:35:01,78000,2020,4,high,rare,inspiring,emotions,commoner voice(optv),commoner,happy,rare,rare,9 PM - 12 AM,2020-10-20
https://www.facebook.com/1954072204870360/posts/2802875169990055/,powerful rendering of the 'mahishasura mardini stotram' by kalicharan maharaj,मां काली के अनन्य भक्त श्री कालीचरण महाराज जी की सुरीली आवाज में सुनिए महिषासुर मर्दिनी स्तोत्रम,commoner (np),no music,2020-10-22 10:11:13,55910,2020,4,average,others,general,rare,commoner voice(optv),commoner,action,rare,person specific,9 AM - 12 PM,2020-10-22
https://www.facebook.com/1954072204870360/posts/2712967605647479/,guna dm and sp removed after police assaults farmer family during encroachment,जानिए कहां पुलिस ने किसान दंपत्ति पर चलाई लाठी और लात जिसके बाद किसान पति-पत्नी ने खाया कीटनाशक,commoner (np),low,2020-07-16 14:09:55,333191,2020,3,high,forces,emotions,emotions,voice_over(vo),commoner,action,rare,internet sensation,12 PM - 03 PM,2020-07-16
https://www.facebook.com/1954072204870360/posts/2808827576061481/,"man shot dead in delhi's dwarka, assailant clicks picture of body before fleeing",दिल्ली में सरेआम शख्स के शरीर में उतार दी दो गोलियां। गोली मारकर हत्यारे ने खींची मृतक की तस्वीर भी। देखिए हैवानियत भरा ये गोलीकांड,commoner (np),no music,2020-10-28 15:59:29,375577,2020,4,high,judiciary & crime,emotions,rare,text only(to),commoner,action,rare,internet sensation,3 PM - 6 PM,2020-10-28
https://www.facebook.com/1954072204870360/posts/2805107683100137/,did you know how much each bigg boss 14 contestant earns for their gimmicks?,"तमाशा और नौटंकी करने के bigg boss 14 contestants को मिलते हैं इतने रुपए

sidharth shukla hina khan eijaz khan gauahar khan pavitra punia bigg boss",famous personality (fp),low,2020-10-24 21:00:00,44457,2020,4,average,entertainment,general,rare,text only(to),famous personality,anger,rare,internet sensation,9 PM - 12 AM,2020-10-24
https://www.facebook.com/1954072204870360/posts/2776760469268192/,bihar's 'robinhood' gupteshwar pandey takes a vrs from his dgp post. may fight bihar polls,"जानिए कौन हैं गुप्तेश्वर पांडे? पुलिस सेवा छोड़ जिनकी राजनीति में एंट्री की आ रही हैं खबरें

(via newj rajneeti)",famous personality (fp),no music,2020-09-23 16:35:55,29870,2020,3,average,judiciary & crime,controversial,rare,voice of famous personality(fpv),famous personality,neutral,rare,internet sensation,3 PM - 6 PM,2020-09-23
https://www.facebook.com/1954072204870360/posts/2778365912440981/,man who was stuck in rubble for 10 hours survives,गिरी हुई इमारत के मलबे में 10 घंटों तक फंसे रहने वाले खालिद ने रिकॉर्ड किया उन लम्हों का वीडियो जब छोड़ दी थी जीने की उम्मीद,commoner (np),no music,2020-09-25 12:05:00,62601,2020,3,average,others,emotions,rare,commoner voice(optv),commoner,action,person specific,no_secondary_category,12 PM - 03 PM,2020-09-25
https://www.facebook.com/1954072204870360/posts/2796517640625808/,strictly avoid these things during the 9-day navratra festival,"अगर आप देवी का आशीर्वाद चाहते हैं तो नवरात्रि में ये कार्य बिलकुल भी न करें, ऐसा करने से रुठ जाती है देवी मां",commoner (np),low,2020-10-16 08:00:44,54781,2020,4,average,others,informative,rare,text only(to),famous personality,action,rare,rare,6 AM - 9 AM,2020-10-16
https://www.facebook.com/1954072204870360/posts/2777686495842256/,ips sanjeev kumar singhal appointed as bihar's new dgp after gupteshwar 'robinhood' pandey takes vrs,डॉन शहाबुद्दीन को सलाखों के पीछे पहुंचाने वाले आईपीएस ऑफिसर संजीव कुमार सिंघल बने बिहार के नए डीजीपी. नई जिम्मेदारी मिलने के बाद एसके सिंघल के सामने है ये चुनौती,famous personality (fp),low,2020-09-24 21:05:02,61763,2020,3,average,forces,informative,rare,text only(to),commoner,neutral,rare,person specific,9 PM - 12 AM,2020-09-24
https://www.facebook.com/1954072204870360/posts/2803097619967810/,west bengal: bjp workers taking out rally in support of farm bills allegedly attacked by tmc workers in purbasthali,"पश्चिम बंगाल में एक बार फिर बीजेपी कार्यकर्ताओं पर हुआ हमला. कृषि कानून का समर्थन कर रहे बीजेपी कार्यकर्ताओं पर टीएमसी कार्यकर्ताओं ने बरसाए डंडे

bharatiya janata party (bjp) | bjp west bengal | mamata banerjee | all india trinamool congress",commoner (np),no music,2020-10-22 17:00:00,17932,2020,4,low,judiciary & crime,emotions,emotions,voice_over(vo),crowd,action,rare,rare,3 PM - 6 PM,2020-10-22
https://www.facebook.com/1954072204870360/posts/2787630518181187/,little sikh boy teases dogs with some bhangra moves,कुत्तों के सामने बिना डरे भांगड़ा करते पंजाब के इस नन्हे सरदार का वीडियो हुआ वायरल,commoner (np),no music,2020-10-06 10:05:00,150111,2020,4,high,entertainment,general,rare,text only(to),commoner,happy,rare,rare,9 AM - 12 PM,2020-10-06
https://www.facebook.com/1954072204870360/posts/2793717447572494/,ipl 2020 mid-season transfer window opens,"शुरू हुआ आईपीएल का मिड सीजन ट्रांसफर विंडो। कौन से खिलाड़ी बदल सकते हैं अपनी टीम?

ipl - indian premier league",famous personality (fp),relevant,2020-10-12 19:00:02,19154,2020,4,low,sports & games,informative,rare,text only(to),famous personality,action,cricket,no_secondary_category,6 PM - 9 PM,2020-10-12
https://www.facebook.com/1954072204870360/posts/2788390538105185/,nirbhaya case lawyers to face each other once again in the court room,"निर्भया मामले में जो वकील थे आमने सामने, अब हाथरस की बेटी के लिए भी होगी उन दोनों में कानूनी बहस. जानिए कैसे निर्भया मामले के दौरान दिए थे दोनों ने बयान",famous personality (fp),no music,2020-10-06 16:27:37,25198,2020,4,low,rare,rare,emotions,voice_over(vo),famous personality,neutral,rare,no_secondary_category,3 PM - 6 PM,2020-10-06
https://www.facebook.com/1954072204870360/posts/2808744289403143/,"protests rage in faridabad, family claims ‘love jihad’ behind nikita tomar’s killing",लव जिहाद का शिकार बनी निकिता तोमर के परिवार ने लगाई इंसाफ की गुहार. आरोपियों के संबंध गांधी परिवार तक होने का लगाया आरोप. सड़कों पर उतरा देश,commoner (np),no music,2020-10-28 13:22:45,191388,2020,4,high,judiciary & crime,emotions,emotions,commoner voice(optv),crowd,action,rare,rare,12 PM - 03 PM,2020-10-28
https://www.facebook.com/1954072204870360/posts/2797279767216262/,aspiring cricketer mudassar gujjar is taller than the great khali,इंटरनेशनल क्रिकेट में कदम रखने की तैयारी में द ग्रेट खली से भी लंबा 7.5 इंच और 17 नंबर जूता पहनने वाला मुदस्सर गुज्जर,commoner (np),relevant,2020-10-18 10:00:00,103421,2020,4,high,sports & games,emotions,rare,text only(to),commoner,neutral,cricket,person specific,9 AM - 12 PM,2020-10-18
https://www.facebook.com/1954072204870360/posts/2676239795986927/,severe blast takes place in bharuch's chemical factory,"गुजरात की केमिकल फैक्ट्री में ब्लास्ट के लगी भीषण आग, 7 से ज्यादा लोगों को गंवानी पड़ी जान",other,relevant,2020-06-04 13:01:16,6597,2020,2,low,rare,emotions,emotions,text only(to),other,neutral,rare,rare,12 PM - 03 PM,2020-06-04
https://www.facebook.com/1954072204870360/posts/2776851985925707/,what a welcome! burj khalifa lights up for the kolkata knight riders ipl team,"दुनिया की सबसे ऊंची इमारत बुर्ज खलीफा पर दिखा आईपीएल का जलवा. कोलकाता नाइट राइडर्स के रंग में रंगा बुर्ज खलीफा

kolkata knight riders | shah rukh khan | gauri khan",other,relevant,2020-09-23 19:05:00,18508,2020,3,low,rare,general,rare,text only(to),rare,neutral,cricket,famous personality,6 PM - 9 PM,2020-09-23
https://www.facebook.com/1954072204870360/posts/2784250415185864/,supriya kapoor: the indian version of amazon's alexa voice,"एलेक्सा स्पीकर की तरह है इनकी आवाज, कौन हैं सुप्रिया कपूर जिनके सोशल मीडिया पर हैं हजारों फैंस?

amazon alexa",commoner (np),relevant,2020-10-03 08:04:22,42647,2020,4,average,lifestyle,rare,rare,commoner voice(optv),commoner,happy,person specific,rare,6 AM - 9 AM,2020-10-03
https://www.facebook.com/1954072204870360/posts/2801847756759463/,"from a teacher to india's first master chef, story of pankaj bhadouria","पंकज भदौरिया - देश की पहली मास्टरशेफ. जिन्हें इस मुकाम को हासिल करने के लिए छोड़नी पड़ी थी अपनी 16 साल पुरानी नौकरी

masterchef pankaj bhadouria",other,low,2020-10-21 10:05:01,27016,2020,4,low,lifestyle,inspiring,informative,voice of famous personality(fpv),famous personality,rare,rare,famous personality,9 AM - 12 PM,2020-10-21
https://www.facebook.com/1954072204870360/posts/2801253423485563/,skand mata - durga maa's fifth avatar,"मां दुर्गा का पांचवां रूप है स्कंदमाता, सूर्य की अधिष्ठात्री देवी हैं मां स्कंदमाता  हरेंगी सभी दुख",famous personality (fp),relevant,2020-10-21 08:35:00,18867,2020,4,low,others,rare,rare,other,famous personality,neutral,rare,rare,6 AM - 9 AM,2020-10-21
https://www.facebook.com/1954072204870360/posts/2789238901353682/,uttar pradesh move to privatise power distribution runs into trouble,"उत्तर प्रदेश बिजली विभाग के निजीकरण के प्रस्ताव से मचा बवाल

government of up | myogiadityanath",crowd,no music,2020-10-07 17:05:02,11705,2020,4,low,politics,controversial,informative,rare,crowd,action,political,rare,3 PM - 6 PM,2020-10-07
https://www.facebook.com/1954072204870360/posts/2688781194732787/,wishing the stalwart congress politician rahul gandhi a very happy birthday!,"राहुल गांधी: भाषण में जरूर हो सकते हैं थोड़े कच्चे लेकिन दिल के हैं सच्चे

indian national congress

(via newj rajneeti)",famous personality (fp),no music,2020-06-19 16:05:07,183799,2020,2,high,politics,profile,rare,voice of famous personality(fpv),famous personality,happy,political,person specific,3 PM - 6 PM,2020-06-19
https://www.facebook.com/1954072204870360/posts/2785853941692178/,nature lover dileep kumar sikandar plants saplings after martyred soldiers and freedom fighters name in gaya,पिछले 37 सालों में इस शख्स ने सूखे वीरान पहाड़ को हरे-भरे जंगल में किया तब्दील. पेड़ों को स्वतंत्रता सेनानी या मां भारती के लिए शहीद होने वाले जवान का दिया नाम,commoner (np),relevant,2020-10-04 16:00:00,113978,2020,4,high,rare,inspiring,informative,text only(to),commoner,action,rare,rare,3 PM - 6 PM,2020-10-04
https://www.facebook.com/1954072204870360/posts/2748939418716964/,ipl teams and players to be quarantined for 6 days as they reach dubai for the upcoming tournament,"आईपीएल के लिए दुबई पहुंची टीमें, जानिए दुबई पहुंचते ही खिलाड़ियों को किन नियमों का करना पड़ रहा है पालन?",other,relevant,2020-08-24 20:05:00,25983,2020,3,average,sports & games,general,rare,text only(to),famous personality,neutral,cricket,rare,6 PM - 9 PM,2020-08-24
https://www.facebook.com/1954072204870360/posts/2811871089090463/,is linkedin biased towards indian languages?,"जब हम 6.9 करोड़ से ज्यादा भारतीय करते हैं लिंक्डइन का इस्तेमाल. तब भी लिंक्डइन में आप नहीं इस्तेमाल कर सकते हैं कोई भी भारतीय भाषा. भारत की भाषाओं के साथ लिंक्डइन का ये भेदभाव क्यों?

linkedin",other,relevant,2020-10-31 19:35:01,6378,2020,4,low,rare,informative,controversial,text only(to),other,neutral,rare,no_secondary_category,6 PM - 9 PM,2020-10-31
https://www.facebook.com/1954072204870360/posts/2808145582796347/,ritu jaiswal gave up the city life to work in her rural community,ऋतु जायसवाल - एक महिला जिन्होंने शहर की चकाचौंध को छोड़ एक ऐसे गांव की बदली सूरत जहां विकास का नहीं था कोई नामो निशान,famous personality (fp),no music,2020-10-28 10:05:31,42944,2020,4,average,politics,profile,informative,voice of famous personality(fpv),famous personality,happy,person specific,rare,9 AM - 12 PM,2020-10-28
https://www.facebook.com/1954072204870360/posts/2809899525954286/,"dark day in human history, 2005 delhi serial blasts","15 साल पहले की वो खौफनाक शाम, जब दिवाली से दो दिन पहले दिल्ली में हुए थे एक के बाद एक बम ब्लास्ट, आज भी इस दिन को याद कर रोने लगते हैं कई परिवार",commoner (np),low,2020-10-29 15:47:27,31442,2020,4,average,judiciary & crime,rare,emotions,commoner voice(optv),other,neutral,rare,rare,3 PM - 6 PM,2020-10-29
https://www.facebook.com/1954072204870360/posts/2796441643966741/,delhi traffic police constable dragged for 400 meters by car driver,"ट्रैफिक पुलिसकर्मी ने की गाड़ी रोकने की कोशिश तो उसे बोनट पर घसीटते हुए लेकर गया युवक

aam aadmi party - delhi | arvind kejriwal | delhi police special cell",other,relevant,2020-10-15 19:05:17,53443,2020,4,average,rare,emotions,emotions,text only(to),object,neutral,rare,rare,6 PM - 9 PM,2020-10-15
https://www.facebook.com/1954072204870360/posts/2808070516137187/,a train made to run non-stop from lalitpur to bhopal to rescues 3-yr old girl,अगवा हुई बच्ची को बचाने के लिए ललितपुर से भोपाल तक नॉनस्टॉप दौड़ी ट्रेन. देखिए कैसे रेलवे पुलिस ने प्लानिंग कर बच्ची का किया रेस्क्यू,other,relevant,2020-10-28 08:05:00,2209112,2020,4,high,judiciary & crime,informative,rare,text only(to),commoner,action,rare,internet sensation,6 AM - 9 AM,2020-10-28
https://www.facebook.com/1954072204870360/posts/2801112710166301/,tv anchor ravish kumar's brother gets congress ticket in bihar,"बिहार में बहार है आरोपियों की भरमार है, जिस आरोपी को मिला टिकट उसके भाई रवीश कुमार हैं",famous personality (fp),no music,2020-10-20 20:35:42,157726,2020,4,high,politics,general,rare,voice of famous personality(fpv),famous personality,happy,rare,rare,6 PM - 9 PM,2020-10-20
https://www.facebook.com/1954072204870360/posts/2755486778062228/,controversy over mata vaishnodevi's shrine as board's control rises in j&k,माता वैष्णो देवी मंदिर श्राइन बोर्ड के अधिकार के लिए हिंदू भक्तों ने शुरू की कानूनी लड़ाई. लगाया आरोप कि सालों से मंदिर के पैसों का गलत इस्तेमाल कर रही थी सरकार,other,relevant,2020-09-01 08:05:00,50409,2020,3,average,rare,controversial,rare,text only(to),rare,neutral,rare,rare,6 AM - 9 AM,2020-09-01
https://www.facebook.com/1954072204870360/posts/2809848485959390/,"pakistan officials meeting hacked, ram bhajan played in the meeting","पाकिस्तानियों की कश्मीर मुद्दे पर ऑनलाइन मीटिंग हुई हैक, मीटिंग के बीच में गुंजने लगे श्रीराम के भजन",famous personality (fp),loud,2020-10-29 14:27:37,243340,2020,4,high,politics,emotions,controversial,voice of famous personality(fpv),famous personality,action,political,internet sensation,12 PM - 03 PM,2020-10-29
https://www.facebook.com/1954072204870360/posts/2803343683276537/,watch: viral video of little girl dancing to a haryanvi song,अपने डांस और एक्सप्रेशंस से इंटरनेट पर छाई ये बच्ची. अमिताभ बच्चन ने डांसिंग वीडियो शेयर करते हुए की तारीफ,commoner (np),loud,2020-10-25 17:05:00,53964,2020,4,average,entertainment,general,rare,text only(to),commoner,action,rare,rare,3 PM - 6 PM,2020-10-25
https://www.facebook.com/1954072204870360/posts/2777717935839112/,pakistan's move to claim disputed gilgit-baltistan backfires. india protests on international stage,चीन को खुश रखने के लिए पाकिस्तान ने उठाया एक और गलत कदम. गिलगित-बाल्टिस्तान को पाक का पांचवा प्रांत बनाने की इमरान सरकार की साजिश,famous personality (fp),relevant,2020-09-24 18:02:13,18502,2020,3,low,global news,emotions,controversial,text only(to),famous personality,action,political,internet sensation,6 PM - 9 PM,2020-09-24
https://www.facebook.com/1954072204870360/posts/2785699738374265/,sarim khan is a budding math prodigy who lives in uttar pradesh,"10 साल की उम्र में जेईई मेन और एडवांस के सवाल हल करता है सरीम, सुपर-30 के संस्थापक आनंद कुमार ने वीडियो शेयर कर की इस नन्हे जीनियस की तारीफ",commoner (np),no music,2020-10-04 12:05:00,79848,2020,4,high,rare,emotions,inspiring,commoner voice(optv),commoner,neutral,person specific,no_secondary_category,12 PM - 03 PM,2020-10-04
